PUMFID	SRYR	REGION6	SEX	AGECAT	EDUC	TYPES	WORKNOW	PARENT	LNDIMM_G	LSTWRK	TENURE_G	NAICS6	NOC6	UNIONCA	HRLYEARN	FTPT	WRKTYP	EIDEDUC	RNDEDUC	WEEKSCAT	FTPT_RY	CLAIM	BENEFIT	BENTYP	BENWEEKS	RNBEN	RNBENRW	HOURS	INSEMP	COVERAGE	ELIGIBLE	MATPAR	WHYSPNCL	PATCLAIM	SPPARCL	SPCLAIM	BENPLAN	ADDPAYM	APWEEKS	AF_05	AF_25	JS_05	LOOKHRS	LOOKCOST	LOOKOUT	CARE_G	CARETYPE	SAMEMP	WRKAFTER	EMPAGREE	CHLDCARE	WORKCOND	ALLEAVE	LEAVECAT	CI_10A	CHGINC	STUDENT	EFAMEM_R	EFAMSZ_R	EFAMILY	LEFTLOST	RSWK	WTPM	VERDATE
7133	2023	"02"	2	"3"	"4"	2	"6"	0	2	"0"	"06"	"04"	"06"	"2"	16.17	"2"	"02"	1	"6"	"04"	"3"	"2"	"4"	"6"	96	"13"	"13"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	6	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"2"	"2"	"02"	6	"96"	290.9871	"29/08/2024"
7134	2023	"04"	2	"3"	"2"	2	"6"	0	2	"0"	"09"	"04"	"02"	"2"	15.73	"2"	"02"	1	"6"	"05"	"3"	"2"	"4"	"6"	96	"01"	"01"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	6	1	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"1"	"1"	"01"	6	"96"	264.4103	"29/08/2024"
7135	2023	"03"	1	"1"	"1"	2	"6"	0	2	"0"	"03"	"05"	"04"	"2"	16.49	"2"	"02"	2	"1"	"02"	"3"	"2"	"4"	"6"	96	"08"	"08"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	2	96	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	1	"2"	"5"	"02"	6	"96"	799.0488	"29/08/2024"
7136	2023	"03"	2	"2"	"3"	2	"6"	0	1	"0"	"06"	"04"	"06"	"2"	16.21	"2"	"02"	1	"6"	"05"	"2"	"2"	"4"	"6"	96	"07"	"07"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	2	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	1	"2"	"2"	"02"	6	"96"	752.8044	"29/08/2024"
7137	2023	"02"	2	"2"	"4"	3	"1"	1	1	"1"	"01"	"04"	"03"	"2"	15.21	"2"	"02"	1	"6"	"03"	"1"	"2"	"4"	"6"	96	"01"	"01"	1350	"1"	"05"	"1"	"2"	5	"01"	"2"	"1"	"2"	"6"	"6"	1	3	6	999.6	9996	"6"	"6"	"04"	"2"	"1"	"1"	"1"	"3"	8	"2"	1	"99"	3	"2"	"3"	"02"	3	"02"	563.5283	"29/08/2024"
7138	2023	"01"	2	"1"	"2"	2	"6"	0	2	"0"	"04"	"04"	"06"	"2"	14.77	"2"	"05"	1	"6"	"05"	"2"	"2"	"4"	"6"	96	"01"	"01"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	2	96	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	2	"3"	"3"	"05"	6	"96"	1016.6577	"29/08/2024"
7139	2023	"04"	2	"1"	"5"	4	"6"	0	2	"0"	"03"	"05"	"03"	"9"	9999.99	"2"	"02"	1	"6"	"03"	"2"	"2"	"4"	"6"	96	"01"	"01"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	2	96	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"3"	"4"	"02"	6	"96"	693.3709	"29/08/2024"
7140	2023	"02"	1	"3"	"2"	2	"6"	0	2	"0"	"07"	"06"	"06"	"2"	19.82	"2"	"02"	1	"6"	"05"	"3"	"2"	"4"	"6"	96	"13"	"13"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	1	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"2"	"2"	"02"	6	"96"	350.8008	"29/08/2024"
7141	2023	"02"	1	"1"	"3"	2	"6"	0	2	"0"	"05"	"04"	"06"	"2"	14.73	"2"	"02"	1	"6"	"04"	"2"	"2"	"4"	"6"	96	"04"	"04"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	2	96	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"3"	"4"	"02"	6	"96"	661.1706	"29/08/2024"
7142	2023	"04"	2	"2"	"5"	5	"1"	1	2	"0"	"07"	"05"	"03"	"1"	48.03	"1"	"01"	1	"6"	"05"	"1"	"1"	"3"	"6"	50	"96"	"96"	9996	"1"	"96"	"6"	"1"	4	"05"	"2"	"2"	"3"	"1"	"3"	1	2	6	999.6	9996	"6"	"1"	"02"	"1"	"1"	"1"	"4"	"1"	12	"3"	1	"01"	3	"2"	"5"	"02"	6	"96"	371.527	"29/08/2024"
7143	2023	"04"	2	"2"	"2"	2	"6"	0	2	"0"	"05"	"05"	"04"	"2"	15.33	"2"	"05"	1	"6"	"04"	"2"	"2"	"4"	"6"	96	"07"	"07"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	2	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"2"	"3"	"02"	6	"96"	669.4636	"29/08/2024"
7144	2023	"02"	2	"2"	"4"	3	"2"	1	1	"5"	"96"	"96"	"96"	"6"	9999.96	"6"	"96"	6	"6"	"96"	"6"	"2"	"4"	"6"	96	"11"	"11"	9996	"0"	"96"	"6"	"4"	96	"01"	"1"	"1"	"1"	"6"	"6"	1	4	2	999.6	9996	"6"	"6"	"96"	"6"	"2"	"6"	"6"	"6"	96	"6"	3	"05"	3	"0"	"4"	"04"	6	"96"	287.4048	"29/08/2024"
7145	2023	"03"	2	"2"	"5"	2	"6"	0	1	"0"	"05"	"05"	"04"	"2"	15.13	"2"	"05"	2	"1"	"03"	"3"	"2"	"4"	"6"	96	"03"	"03"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	6	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"2"	"2"	"06"	6	"96"	2609.179	"29/08/2024"
7146	2023	"02"	2	"1"	"1"	2	"6"	0	2	"0"	"05"	"04"	"06"	"2"	14.5	"2"	"02"	1	"6"	"04"	"3"	"2"	"4"	"6"	96	"04"	"04"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	2	96	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	1	"3"	"3"	"02"	6	"96"	900.834	"29/08/2024"
7147	2023	"05"	1	"2"	"1"	1	"2"	0	2	"4"	"99"	"04"	"06"	"1"	16.65	"2"	"05"	1	"6"	"00"	"6"	"1"	"3"	"6"	96	"96"	"11"	9996	"6"	"11"	"3"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	2	96	1	2	0	"2"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"3"	"5"	"03"	6	"96"	345.725	"29/08/2024"
7148	2023	"01"	2	"2"	"1"	4	"6"	0	2	"0"	"06"	"04"	"06"	"2"	14.61	"2"	"05"	1	"6"	"02"	"3"	"2"	"4"	"6"	96	"01"	"01"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	1	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"1"	"2"	"03"	6	"96"	309.7403	"29/08/2024"
7149	2023	"03"	2	"3"	"4"	1	"6"	0	2	"3"	"08"	"05"	"02"	"2"	25.95	"1"	"01"	1	"6"	"00"	"6"	"2"	"4"	"6"	96	"13"	"13"	1950	"6"	"11"	"3"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	6	2	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"1"	"2"	"03"	1	"11"	1078.4387	"29/08/2024"
7150	2023	"02"	1	"2"	"5"	2	"6"	0	2	"0"	"02"	"04"	"06"	"2"	15.31	"2"	"02"	1	"6"	"02"	"3"	"2"	"4"	"6"	96	"02"	"02"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	6	1	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	1	"1"	"1"	"01"	6	"96"	1091.8118	"29/08/2024"
7151	2023	"01"	1	"3"	"4"	1	"2"	0	2	"1"	"08"	"03"	"02"	"2"	21.03	"1"	"04"	1	"6"	"03"	"1"	"1"	"1"	"1"	96	"96"	"96"	2496	"6"	"01"	"1"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	6	3	1	2	0	"9"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"0"	"1"	"01"	2	"07"	432.8675	"29/08/2024"
7152	2023	"02"	2	"2"	"4"	3	"2"	1	2	"2"	"06"	"05"	"02"	"1"	30.96	"1"	"01"	1	"6"	"05"	"1"	"1"	"1"	"2"	50	"96"	"96"	1950	"1"	"02"	"1"	"1"	96	"01"	"1"	"1"	"2"	"1"	"4"	1	2	6	999.6	9996	"6"	"6"	"02"	"1"	"2"	"1"	"4"	"1"	14	"4"	3	"05"	3	"2"	"3"	"02"	3	"04"	244.68	"29/08/2024"
7153	2023	"02"	2	"2"	"4"	5	"1"	1	2	"0"	"07"	"04"	"06"	"2"	33.84	"1"	"01"	1	"6"	"03"	"1"	"1"	"3"	"6"	50	"96"	"96"	9996	"1"	"96"	"6"	"1"	96	"01"	"1"	"1"	"2"	"3"	"6"	1	1	6	999.6	9996	"6"	"2"	"06"	"1"	"1"	"1"	"2"	"1"	1	"1"	1	"02"	3	"2"	"3"	"02"	6	"96"	350.0464	"29/08/2024"
7154	2023	"01"	1	"3"	"2"	3	"6"	0	2	"1"	"05"	"06"	"06"	"2"	9999.99	"2"	"05"	1	"6"	"01"	"3"	"2"	"4"	"6"	96	"01"	"01"	104	"6"	"07"	"2"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	6	5	2	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"0"	"1"	"01"	9	"12"	122.734	"29/08/2024"
7155	2023	"03"	2	"1"	"2"	1	"6"	0	2	"1"	"02"	"04"	"06"	"1"	15.65	"1"	"04"	2	"1"	"01"	"3"	"2"	"4"	"6"	96	"08"	"08"	242	"6"	"07"	"2"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	2	96	2	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"0"	"4"	"04"	2	"07"	926.283	"29/08/2024"
7156	2023	"02"	2	"2"	"4"	4	"1"	0	1	"0"	"02"	"05"	"02"	"2"	25.71	"1"	"01"	1	"6"	"04"	"1"	"1"	"3"	"6"	96	"96"	"01"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	1	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"2"	"3"	"06"	6	"96"	1177.0821	"29/08/2024"
7157	2023	"04"	2	"2"	"5"	5	"1"	1	2	"0"	"04"	"02"	"02"	"2"	25.28	"2"	"02"	1	"6"	"04"	"3"	"1"	"3"	"6"	52	"96"	"96"	9996	"1"	"96"	"6"	"1"	1	"05"	"2"	"2"	"3"	"1"	"2"	1	7	6	999.6	9996	"6"	"2"	"03"	"2"	"1"	"1"	"3"	"9"	20	"4"	1	"02"	3	"2"	"4"	"02"	6	"96"	501.5233	"29/08/2024"
7158	2023	"03"	1	"3"	"5"	2	"6"	0	2	"0"	"08"	"03"	"02"	"2"	36.02	"2"	"02"	1	"6"	"04"	"2"	"2"	"4"	"6"	96	"08"	"08"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	2	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"3"	"5"	"02"	6	"96"	3726.8917	"29/08/2024"
7159	2023	"03"	1	"3"	"2"	3	"6"	0	1	"3"	"09"	"06"	"05"	"1"	131.35	"2"	"02"	1	"6"	"00"	"6"	"2"	"4"	"6"	96	"13"	"13"	1144	"6"	"11"	"3"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	5	2	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"0"	"2"	"04"	1	"11"	1871.6691	"29/08/2024"
7160	2023	"04"	2	"3"	"5"	2	"6"	0	2	"0"	"05"	"05"	"04"	"2"	25.59	"2"	"05"	1	"6"	"03"	"3"	"2"	"4"	"6"	96	"13"	"13"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	5	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"1"	"2"	"03"	6	"96"	545.7097	"29/08/2024"
7161	2023	"01"	1	"3"	"1"	1	"6"	0	2	"4"	"01"	"06"	"05"	"2"	9999.99	"9"	"05"	1	"6"	"00"	"6"	"2"	"4"	"6"	96	"11"	"11"	9996	"6"	"11"	"3"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	6	15	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"0"	"1"	"01"	6	"96"	225.204	"29/08/2024"
7162	2023	"03"	2	"3"	"5"	2	"6"	0	1	"0"	"03"	"04"	"06"	"2"	14.43	"2"	"02"	1	"6"	"05"	"3"	"2"	"4"	"6"	96	"03"	"03"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	2	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"2"	"3"	"02"	6	"96"	965.6824	"29/08/2024"
7163	2023	"05"	2	"2"	"2"	2	"6"	0	2	"0"	"06"	"05"	"06"	"2"	15.76	"2"	"02"	1	"6"	"04"	"3"	"2"	"4"	"6"	96	"01"	"01"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	2	96	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"2"	"3"	"03"	6	"96"	1264.7818	"29/08/2024"
7164	2023	"03"	1	"2"	"5"	2	"6"	0	2	"0"	"05"	"05"	"02"	"2"	21.4	"2"	"05"	1	"6"	"04"	"2"	"2"	"4"	"6"	96	"01"	"01"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	1	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	1	"2"	"2"	"02"	6	"96"	325.9109	"29/08/2024"
7165	2023	"02"	2	"1"	"4"	3	"6"	0	2	"2"	"02"	"05"	"02"	"2"	16.9	"1"	"05"	1	"6"	"02"	"1"	"2"	"4"	"6"	96	"04"	"04"	490	"6"	"09"	"3"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	2	96	1	1	0	"9"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	1	"3"	"4"	"02"	2	"07"	852.762	"29/08/2024"
7166	2023	"02"	1	"3"	"2"	1	"2"	0	2	"1"	"07"	"04"	"05"	"2"	17.8	"1"	"01"	1	"6"	"03"	"2"	"1"	"1"	"1"	96	"96"	"96"	1040	"6"	"01"	"1"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	3	1	5	0	"9"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"3"	"5"	"03"	2	"07"	1277.4049	"29/08/2024"
7167	2023	"02"	1	"3"	"4"	3	"6"	0	2	"3"	"96"	"99"	"99"	"6"	9999.96	"6"	"06"	9	"6"	"00"	"6"	"2"	"4"	"6"	96	"02"	"02"	9996	"6"	"11"	"3"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	1	2	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"1"	"2"	"03"	6	"96"	1827.7892	"29/08/2024"
7168	2023	"03"	2	"2"	"5"	3	"2"	1	2	"2"	"03"	"05"	"02"	"2"	18.36	"1"	"01"	1	"6"	"03"	"2"	"1"	"1"	"2"	45	"96"	"96"	1020	"1"	"02"	"1"	"1"	96	"02"	"1"	"1"	"3"	"3"	"6"	1	2	1	2	0	"9"	"6"	"06"	"2"	"2"	"1"	"2"	"1"	17	"4"	1	"02"	3	"1"	"3"	"03"	1	"04"	1260.7039	"29/08/2024"
7169	2023	"03"	2	"1"	"2"	3	"2"	1	2	"2"	"07"	"02"	"02"	"2"	19.37	"1"	"01"	1	"6"	"04"	"1"	"1"	"1"	"2"	50	"96"	"96"	2080	"1"	"02"	"1"	"1"	96	"02"	"1"	"1"	"3"	"3"	"6"	1	3	2	999.6	9996	"6"	"6"	"01"	"1"	"2"	"1"	"4"	"1"	12	"3"	3	"05"	2	"2"	"3"	"02"	3	"04"	188.7269	"29/08/2024"
7170	2023	"06"	1	"3"	"4"	2	"6"	0	2	"0"	"07"	"05"	"04"	"2"	20.36	"2"	"02"	1	"6"	"05"	"3"	"2"	"4"	"6"	96	"08"	"08"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	2	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"2"	"2"	"02"	6	"96"	933.2054	"29/08/2024"
7171	2023	"01"	2	"3"	"4"	2	"1"	0	2	"0"	"06"	"05"	"04"	"2"	42.79	"2"	"05"	1	"6"	"04"	"2"	"1"	"3"	"6"	96	"96"	"01"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	1	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"2"	"3"	"06"	6	"96"	307.0159	"29/08/2024"
7172	2023	"02"	2	"3"	"4"	2	"6"	0	2	"0"	"07"	"05"	"02"	"2"	30.31	"2"	"02"	1	"6"	"05"	"3"	"2"	"4"	"6"	96	"01"	"01"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	1	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"1"	"2"	"03"	6	"96"	613.4211	"29/08/2024"
7173	2023	"01"	2	"3"	"2"	3	"1"	0	2	"1"	"06"	"03"	"05"	"2"	18.35	"2"	"04"	1	"6"	"03"	"2"	"1"	"3"	"6"	96	"96"	"10"	1872	"6"	"04"	"1"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	6	1	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"0"	"1"	"01"	2	"07"	335.3	"29/08/2024"
7174	2023	"02"	2	"2"	"4"	3	"2"	1	2	"3"	"99"	"04"	"06"	"2"	11.74	"2"	"02"	1	"6"	"05"	"2"	"1"	"1"	"2"	25	"96"	"96"	1430	"1"	"02"	"1"	"1"	96	"01"	"1"	"1"	"2"	"3"	"6"	1	3	2	999.6	9996	"6"	"6"	"02"	"2"	"2"	"2"	"4"	"3"	18	"4"	1	"01"	1	"1"	"4"	"03"	3	"04"	174.6167	"29/08/2024"
7175	2023	"02"	2	"2"	"3"	3	"2"	1	1	"1"	"06"	"06"	"02"	"2"	12.67	"1"	"01"	1	"6"	"04"	"1"	"1"	"1"	"2"	50	"96"	"96"	2080	"1"	"02"	"1"	"1"	7	"03"	"2"	"2"	"1"	"3"	"6"	1	2	6	999.6	9996	"6"	"6"	"05"	"1"	"2"	"1"	"1"	"1"	11	"3"	1	"99"	3	"1"	"4"	"03"	3	"04"	278.2635	"29/08/2024"
7176	2023	"01"	1	"2"	"1"	3	"6"	0	2	"1"	"05"	"02"	"05"	"1"	23.57	"1"	"01"	1	"6"	"99"	"1"	"2"	"4"	"6"	96	"99"	"99"	1820	"6"	"05"	"1"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	3	1	10	9999	"2"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"0"	"4"	"04"	2	"07"	529.3713	"29/08/2024"
7177	2023	"02"	1	"2"	"4"	2	"6"	0	2	"0"	"04"	"05"	"06"	"2"	16.56	"2"	"02"	2	"1"	"04"	"2"	"1"	"4"	"6"	96	"04"	"04"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	6	7	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	1	"1"	"1"	"01"	6	"96"	895.0479	"29/08/2024"
7178	2023	"04"	1	"2"	"4"	2	"1"	0	1	"0"	"96"	"06"	"06"	"6"	9999.96	"6"	"06"	9	"6"	"05"	"3"	"1"	"3"	"6"	96	"96"	"01"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	2	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"2"	"4"	"02"	6	"96"	711.5184	"29/08/2024"
7179	2023	"06"	1	"2"	"2"	1	"2"	0	2	"1"	"06"	"06"	"03"	"2"	35.67	"1"	"01"	1	"6"	"03"	"1"	"1"	"1"	"1"	96	"96"	"96"	2002	"6"	"01"	"1"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	6	3	1	15	40	"1"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"0"	"1"	"01"	2	"07"	1687.0183	"29/08/2024"
7180	2023	"02"	2	"3"	"5"	2	"6"	0	1	"0"	"96"	"06"	"04"	"6"	9999.96	"6"	"06"	9	"6"	"04"	"3"	"2"	"4"	"6"	96	"03"	"03"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	1	1	5	0	"9"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"3"	"4"	"02"	6	"96"	2400.5681	"29/08/2024"
7181	2023	"02"	2	"3"	"4"	2	"6"	0	2	"0"	"06"	"05"	"03"	"1"	21.95	"2"	"05"	1	"6"	"03"	"3"	"2"	"4"	"6"	96	"07"	"07"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	2	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"1"	"2"	"03"	6	"96"	188.2484	"29/08/2024"
7182	2023	"06"	2	"2"	"4"	2	"6"	0	2	"0"	"05"	"04"	"06"	"2"	14.64	"2"	"02"	1	"6"	"05"	"3"	"2"	"4"	"6"	96	"01"	"01"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	1	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	2	"3"	"5"	"02"	6	"96"	526.2581	"29/08/2024"
7183	2023	"02"	2	"3"	"1"	2	"6"	0	2	"0"	"96"	"06"	"06"	"6"	9999.96	"6"	"99"	2	"2"	"04"	"3"	"2"	"4"	"6"	96	"07"	"07"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	6	2	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"1"	"1"	"01"	6	"96"	465.0809	"29/08/2024"
7184	2023	"05"	1	"2"	"2"	2	"6"	0	1	"0"	"06"	"04"	"06"	"2"	17.65	"2"	"05"	1	"6"	"04"	"3"	"2"	"4"	"6"	96	"01"	"01"	9996	"6"	"96"	"6"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	14	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	1	"3"	"3"	"06"	6	"96"	759.4633	"29/08/2024"
7185	2023	"03"	2	"2"	"5"	3	"1"	1	2	"2"	"96"	"05"	"03"	"6"	9999.96	"6"	"06"	9	"6"	"02"	"3"	"2"	"4"	"6"	96	"02"	"02"	9996	"0"	"10"	"3"	"3"	5	"06"	"2"	"2"	"6"	"6"	"6"	1	2	6	999.6	9996	"6"	"6"	"05"	"1"	"1"	"6"	"1"	"3"	1	"1"	3	"05"	3	"2"	"4"	"02"	6	"96"	546.364	"29/08/2024"
7186	2023	"06"	2	"2"	"5"	3	"2"	1	2	"2"	"08"	"05"	"04"	"1"	34.09	"1"	"01"	1	"6"	"03"	"1"	"1"	"1"	"2"	52	"96"	"96"	1560	"1"	"02"	"1"	"1"	4	"05"	"2"	"2"	"3"	"1"	"3"	1	3	6	999.6	9996	"6"	"6"	"02"	"1"	"2"	"1"	"4"	"3"	12	"3"	1	"02"	3	"2"	"3"	"02"	3	"04"	422.8849	"29/08/2024"
7187	2023	"03"	1	"3"	"5"	1	"6"	0	2	"1"	"06"	"05"	"04"	"2"	40.46	"2"	"05"	1	"6"	"03"	"2"	"2"	"4"	"6"	96	"13"	"13"	1664	"6"	"05"	"1"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	1	2	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"2"	"3"	"03"	2	"07"	1556.3302	"29/08/2024"
7188	2023	"03"	2	"2"	"5"	3	"2"	0	1	"3"	"05"	"04"	"06"	"2"	15.01	"1"	"01"	1	"6"	"00"	"6"	"1"	"3"	"6"	96	"96"	"13"	1950	"6"	"11"	"3"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	1	2	2	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	1	"1"	"4"	"03"	3	"04"	227.0723	"29/08/2024"
7189	2023	"04"	1	"3"	"4"	1	"1"	0	2	"2"	"06"	"06"	"06"	"2"	15.13	"1"	"01"	1	"6"	"02"	"1"	"1"	"3"	"6"	96	"96"	"10"	2184	"6"	"04"	"1"	"6"	96	"96"	"6"	"6"	"6"	"6"	"6"	6	7	6	999.6	9996	"6"	"6"	"96"	"6"	"6"	"6"	"6"	"6"	96	"6"	6	"99"	3	"0"	"1"	"01"	2	"07"	310.9339	"29/08/2024"
